Name,CPU,Number of Cores,GPU,Number of Sim Cards,OS,Camera Resolution,Weight/Height,Body Structure,Release Data,Charge through USB,Internal Memory,RAM,Memory Expandable/Type,Display Technology,Warranty,Screen Size,Screen Resolution,Ratio of Screen Size to Body,DAR,Pixel Density,Back Camera Recording,Flashlight,Digital Zoom,Front Facing Cameras,Display Features,Back Facing Cameras,Camera HardWare,OTG,Camera Features,Cellular Network,Supported Networks,USB PORT,Bluetooth,GPS and features,Sensors,Special Features,Battery Capacity,Battery Type,Fast Charge,CPU Frequency,Screen Brightness,Screen Refresh Rate,Screen Glass,Available Colors,Brand,Seller,Score,Price Final,Price No Discount
Apple iPhone 12 Pro ZD/A Not-Active 512/6GB,Apple A14 Bionic (5 نانومتری),شش هسته,Apple GPU (4 هسته),تک سیم کارت,iOS 14، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به ورژن بالاتر ارتقا پیدا کند.,,146.7x71.5x7.4 میلی متر/ 189 گرم,جلو و پشت شیشه ای به همراه فریم استیل ضد زنگ,مهر 1399,دارد,512 گيگابايت,6 گیگابایت,ندارد,Super Retina XDR OLED,18 ماه گارانتی شرکتی,6.1 اینچ,16 میلیون رنگ / 2532x1170 پیکسل,86.0 درصد,19.5:9,460 پیکسل بر اینچ,حداکثر 4K با سرعت 24، 30 و 60 فریم بر ثانیه، حداکثر 1080p و 30، 60، 120 و 240 فریم بر ثانیه، قابلیت فیلمبرداری Dolby Vision HDR، ضبط صدای استریو,فلاش چهارگانه دورنگ,,دوگانه 12 مگاپیکسل + SL 3D,پوشش ضد خش، پوشش اولفوبیک برای کاهش بازتاب نور و لکه دست، پشتیبانی از Dolby Vision، پشتیبانی از +HDR10، پشتیبانی از فضای رنگی گسترده، قابلیت True-tone,چهارگانه 12 مگاپیکسل + 12 مگاپیکسل + 12 مگاپیکسل + TOF 3D LiDAR,,,قابلیت ثبت موقعیت جغرافیایی عکس ها و فیلم ها (Geo-Tagging)، قابلیت فوکوس با اشاره روی سوژه (Touch Focus)، قابلیت تشخیص چهره و لبخند (Face and Smile Detection)، قابلیت عکاسی پانوراما (Panorama) و HDR,5G,GSM ،CDMA ،HSPA ،EVDO ،LTE ،5G,,دارد/ ورژن 5.0، همراه با A2DP ،LE,دارد/ A-GPS ،GLONASS ،GALILEO ،QZSS,شناسایی چهره (Face ID)، شتاب سنج (Accelerometer)، ژيروسکوپ (Gyro)، مجاورت (Proximity)، قطب نما (Compass)، فشارسنج (Barometer),,2815 میلی آمپر ساعت,لیتیوم یونی,Power Delivery 2.0,"2 هسته 3.1 گیگاهرتزی Firestorm و 4 هسته 1.8 گیگاهرتزی Icestorm
",,60 هرتز,,['نقره\u200cای'],گوشی اپل,تکنولایف,4.67,,"59,499,000"
Samsung Galaxy S23 FE 5G 128/8GB - Vietnam,"Exynos 2200 (4 nm) 	
",هشت هسته,Xclipse 920,"دو سیم کارت ( نانو سیم - همزمان فعال )
",Android 13 رابط کاربری OneUI 5.1  - این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند.,دوربین سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,"158x76.5x8.2 میلی متر/ 209 گرم
",جلو و پشت شیشه (Gorilla Glass 5) و فریم آلومینیومی,,دارد,128 گیگابایت ,8 گیگابایت,ندارد,"Dynamic AMOLED 2X/ لمسی خازنی
",18 ماه گارانتی شرکتی,"6.4 اینچ
",16 میلیون رنگ/ 2340x1080 پیکسل,"83.2 درصد
",20:9,403 ,8K با سرعت 24 فریم بر ثانیه، 4K و 1080p با سرعت 60 و 30 فریم بر ثانیه، 1080 با سرعت 120 و 240 فریم بر ثانیه، 720p با سرعت 960 فریم بر ثانیه، لرزشگیر الکترونیکی تصویر - ژیروسکوپ,LED,,10 مگاپیکسل,پشتیبانی از استاندارد +HDR10، صفحه نمایش همیشه روشن,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,,دارد,قابلیت تشخیص چهره (Face Detection)، قابلیت ثبت موقعیت جغرافیایی عکس‌ ها و فیلم‌ ها (Geo-Tagging)، قابلیت عکاسی HDR به صورت خودکار، قابلیت عکاسی پانوراما (Panorama)، قابلیت عکاسی و فیلمبرداری همزمان (Simultaneous 4K video and 9MP image recording),5G,"GSM / CDMA / HSPA / EVDO / LTE / 5G
","دارد / USB Type-C
",دارد| ورژن 5.3، همراه با A2DP، LE,"دارد/ با پشتیبانی GPS, GLONASS, GALILEO, BDS

",حسگر اثر انگشت در زیر صفحه نمایش (Fingerprint (under display، شتاب سنج (Accelerometer)، ژيروسکوپ (Gyro)، مجاورت (Proximity)، قطب نما (Compass),,4500 میلی‌آمپر ساعت,لیتیوم پلیمری / خیر,دارد، پشتیبانی از شارژ سریع 25 وات,یک هسته 2.8 گیگاهرتز Cortex-X2 و 3 هسته 2.50 گیگاهرتز Cortex-A710 و 4 هسته 1.8 گیگاهرتز Cortex-A510,1450 نیت در حالت حداکثر,120 هرتز,Corning Gorilla Glass 5,['خاکستری'],گوشی سامسونگ,تامین محصول  تهران,4.53,"25,199,000","25,399,000"
Samsung Galaxy S23 FE 5G 128/8GB - Vietnam,"Exynos 2200 (4 nm) 	
",هشت هسته,Xclipse 920,"دو سیم کارت ( نانو سیم - همزمان فعال )
",Android 13 رابط کاربری OneUI 5.1  - این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند.,دوربین سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,"158x76.5x8.2 میلی متر/ 209 گرم
",جلو و پشت شیشه (Gorilla Glass 5) و فریم آلومینیومی,,دارد,128 گیگابایت ,8 گیگابایت,ندارد,"Dynamic AMOLED 2X/ لمسی خازنی
",18 ماه گارانتی شرکتی,"6.4 اینچ
",16 میلیون رنگ/ 2340x1080 پیکسل,"83.2 درصد
",20:9,403 ,8K با سرعت 24 فریم بر ثانیه، 4K و 1080p با سرعت 60 و 30 فریم بر ثانیه، 1080 با سرعت 120 و 240 فریم بر ثانیه، 720p با سرعت 960 فریم بر ثانیه، لرزشگیر الکترونیکی تصویر - ژیروسکوپ,LED,,10 مگاپیکسل,پشتیبانی از استاندارد +HDR10، صفحه نمایش همیشه روشن,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 12 مگاپیکسل,,دارد,قابلیت تشخیص چهره (Face Detection)، قابلیت ثبت موقعیت جغرافیایی عکس‌ ها و فیلم‌ ها (Geo-Tagging)، قابلیت عکاسی HDR به صورت خودکار، قابلیت عکاسی پانوراما (Panorama)، قابلیت عکاسی و فیلمبرداری همزمان (Simultaneous 4K video and 9MP image recording),5G,"GSM / CDMA / HSPA / EVDO / LTE / 5G
","دارد / USB Type-C
",دارد| ورژن 5.3، همراه با A2DP، LE,"دارد/ با پشتیبانی GPS, GLONASS, GALILEO, BDS

",حسگر اثر انگشت در زیر صفحه نمایش (Fingerprint (under display، شتاب سنج (Accelerometer)، ژيروسکوپ (Gyro)، مجاورت (Proximity)، قطب نما (Compass),,4500 میلی‌آمپر ساعت,لیتیوم پلیمری / خیر,دارد، پشتیبانی از شارژ سریع 25 وات,یک هسته 2.8 گیگاهرتز Cortex-X2 و 3 هسته 2.50 گیگاهرتز Cortex-A710 و 4 هسته 1.8 گیگاهرتز Cortex-A510,1450 نیت در حالت حداکثر,120 هرتز,Corning Gorilla Glass 5,['خاکستری'],گوشی سامسونگ,آی تی متاکو,4.53,"25,199,000","25,669,000"
Samsung Galaxy A24 4G 128/4GB ,Mediatek MT8781 Helio G99 (6 نانومتری) ,هشت هسته,Mali-G57 MC2,دو سیم‌کارت نانو سیم (همزمان فعال),"Android 13 - این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند. / رابط کاربری - One UI 5.1

",سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل,162.1x77.6x8.3 میلی متر، 195 گرم,"جلو شیشه، پشت و فریم پلاستیکی
",فروردین 1402,دارد,128 گیگابایت,4 گیگابایت,"دارد، microSDXC (استفاده‌ از جایگاه اختصاصی)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.5 اینچ
",16 میلیون رنگ/ 1080x2340 پیکسل ,~82.4 درصد,19.5:9,396 پیکسل در اینچ,1080 با سرعت 30 فریم بر ثانیه ,دارد ,"دارد، تا 10 برابر
",دارد,,سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل,,,پانوراما، HDR,4G,"GSM / HSPA / LTE 
",دارد، USB Type-C 2.0,دارد، نسخه 5.3، A2DP، LE,"دارد، با قابلیت پشتیبانی از GPS, GLONASS, GALILEO, BDS, QZSS",حسگر اثرانگشت (روی حاشیه بدنه)، شتاب‌سنج، ژیروسکوپ، قطب‌نما,,5000 میلی آمپر ساعت,لیتیوم پلیمری / خیر,دارد، پشتیبانی از شارژر 25 وات,دو هسته‌ی 2.2 گیگاهرتز Cortex-A76 و شش هسته‌ی 2.0 گیگاهرتز Cortex-A55,1000 نیت,90 هرتز,,"['سبز', 'مشکی', 'نقره\u200cای']",گوشی سامسونگ,تامین محصول  تهران,4.53,,"8,999,000"
Samsung Galaxy A24 4G 128/4GB ,Mediatek MT8781 Helio G99 (6 نانومتری) ,هشت هسته,Mali-G57 MC2,دو سیم‌کارت نانو سیم (همزمان فعال),"Android 13 - این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند. / رابط کاربری - One UI 5.1

",سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل,162.1x77.6x8.3 میلی متر، 195 گرم,"جلو شیشه، پشت و فریم پلاستیکی
",فروردین 1402,دارد,128 گیگابایت,4 گیگابایت,"دارد، microSDXC (استفاده‌ از جایگاه اختصاصی)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.5 اینچ
",16 میلیون رنگ/ 1080x2340 پیکسل ,~82.4 درصد,19.5:9,396 پیکسل در اینچ,1080 با سرعت 30 فریم بر ثانیه ,دارد ,"دارد، تا 10 برابر
",دارد,,سه گانه 50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل,,,پانوراما، HDR,4G,"GSM / HSPA / LTE 
",دارد، USB Type-C 2.0,دارد، نسخه 5.3، A2DP، LE,"دارد، با قابلیت پشتیبانی از GPS, GLONASS, GALILEO, BDS, QZSS",حسگر اثرانگشت (روی حاشیه بدنه)، شتاب‌سنج، ژیروسکوپ، قطب‌نما,,5000 میلی آمپر ساعت,لیتیوم پلیمری / خیر,دارد، پشتیبانی از شارژر 25 وات,دو هسته‌ی 2.2 گیگاهرتز Cortex-A76 و شش هسته‌ی 2.0 گیگاهرتز Cortex-A55,1000 نیت,90 هرتز,,"['سبز', 'مشکی', 'نقره\u200cای']",گوشی سامسونگ,آی تی متاکو,4.53,,"9,699,000"
Samsung Galaxy A14 128/6GB,"Mediatek MT6769 Helio G80 (12 nm) Version-A
Exynos 850 (8nm) Version-B

",هشت هسته,"Mali-G52 MC2
",دو سیم کارت (نانو سیم همزمان فعال),"اندروید 13
رابط کاربری One Ui 5.0",50 مگاپیکسل + 5 مگاپیکسل + 2 مگاپیکسل,167.7x78x9.1 میلی متر / 201 گرم,,,,128 گیگابایت,6 گیگابایت,دارد/ microSDXC,"PLS LCD
",18 ماه گارانتی شرکتی,6.6 اینچ,1080x2408 پیکسل,80.2 درصد,20:9,400 پیکسل در هر اینچ,"1080p با نرخ 30fps
",,,13 مگاپیکسل,,"50 مگاپیکسل واید
5 مگاپیکسل اولتراواید
2 مگاپیکسل ماکرو","دوربین واید فوکوس خودکار با تشخیص فاز
f/1.8
دوربین اولتراواید با f/2.2
دوربین ماکرو با f/2.4
",دارد,"LED flash, panorama, HDR
",4G,GSM/HSPA/LTE,دارد/ Type-C 2.0,"نسخه 5.1
پشتیبانی از A2DP
از نوع کم مصرف یا LE","GPS / GALILEO / GLONASS / BDS / QZSS

","حسگر اثر انگشت، شتاب‌ سنج، ژیروسکوپ، قطب‌ نما


",,5000 میلی آمپر ساعت,,دارد/ 15 وات,"Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55) - Version A
Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55) - Version B
",,,,['سبز'],گوشی سامسونگ,آی تی متاکو,4.42,,"7,800,000"
Apple iPhone 13 Pro Max RK/A 512/6GB - Not Active,"Apple A15 Bionic (5 nm)
",شش هسته,"Apple GPU (5-core graphics)
",تک سیم کارت,"iOS 15، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به ورژن بالاتر ارتقا پیدا کند.
","چهارگانه 12 مگاپیکسل + 12 مگاپیکسل + 12 مگاپیکسل + TOF 3D
",160.8x78.1x7.7 میلی متر/ 240 گرم,جلوی شیشه ای (گوریلا گلس)، پشت شیشه ای (گوریلا گلس)، فریم استیل ضدزنگ,شهریور 1400,,512 گیگابایت,6 گیگابایت,ندارد,"Super Retina XDR OLED
",18 ماه گارانتی شرکتی,6.7 اینچ,"16 میلیون رنگ/ 2778x1284 پیکسل
",87.4 درصد,"19.5:9
",458 پیکسل بر اینچ,"دارد/ حداکثر 2160p و 24 و 30 و 60 فریم بر ثانیه، حداکثر 1080p و 30 و 60 و 120 و 240 فریم بر ثانیه، ProRes، ضبط صدای استریو، HDR ،Dolby Vision HDR
","فلاش دوگانه‌ (LED (dual-tone، HDR (photo/panorama)
",,12 مگاپیکسل + SL 3D,پشتیبانی از HDR10، شیشه‌ سرامیکی مقاوم در برابر خش,چهارگانه 12 مگاپیکسل + 12 مگاپیکسل + 12 مگاپیکسل + TOF 3D,دوربین اول: 12 مگاپیکسل (لنز واید، فوکوس خودکار دوال پیکسل با تشخیص فاز، لرزش گیر سنسور شیفت، f/1.5)/ دوربین دوم: 12 مگاپیکسل (لنز تله فوتو، فوکوس خودکار با تشخیص فاز، لرزش گیر اپتیکال تصویر، زوم اپتیکال سه برابری، f/2.8)/ دوربین سوم: 12 مگاپیکسل (لنز اولتراواید 13 میلی متری با پوشش 120 درجه، فوکوس خودکار، f/1.8)/ دوربین چهارم: اسکنر TOF 3D LiDAR (سنسور تشخیص عمق تصویر),,قابلیت ثبت موقعیت جغرافیایی عکس ها و فیلم ها (Geo-Tagging)، قابلیت فوکوس با اشاره روی سوژه (Touch Focus)، قابلیت تشخیص چهره و لبخند (Face and Smile Detection)، قابلیت عکاسی پانوراما (Panorama) و HDR,5G,GSM ،CDMA ،HSPA ،EVDO ،LTE ،5G,,"دارد/ نسخه 5.0 و ویژگی های A2DP ،LE
",دارد/ با قابلیت ساپورت A-GPS ،GLONASS ،GALILEO ،BDS ،QZSS,Face ID، شتاب سنج، ژیروسکوپ، سنسور مجاورت، قطب نما، فشارسنج,دستیار صوتی سیری با پشتیبانی از زبان محاوره، پشتیبانی از Ultra Wideband (UWB),4352 میلی آمپر ساعت,"لیتیوم یونی
",پشتیبانی از USB Power Delivery 2.0,,,120 هرتز,,"['نقره\u200cای', 'طلایی', 'آبی ']",گوشی اپل,تکنولایف,0.0,,"98,000,000"
Samsung Galaxy A04 32/3GB,Mediatek MT6765 Helio P35 (12nm),هشت هسته,PowerVR GE8320,"دو سیم کارت نانو سیم (همزمان فعال)
","Android 12 - این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند.
","دوگانه 50 مگاپیکسل + 2 مگاپیکسل
","164.4x76.3x9.1 میلی متر/ 192 گرم
",جلو شیشه‌ ای، پشت و فریم پلاستیکی,"شهریور 1401
",دارد,"32 گیگابایت
",3 گیگابایت,"دارد/ microSDXC
","PLS LCD
",18 ماه گارانتی شرکتی,"6.5 اینچ
","16 میلیون رنگ، 1600x720 پیکسل
","81.3 درصد
",,"270 پیکسل در اینچ
",1080p با سرعت 30 فریم بر ثانیه,"فلاش LED
",,5 مگاپیکسل,,"دوگانه 50 مگاپیکسل + 2 مگاپیکسل
",,,,4G,"GSM / HSPA / LTE
","دارد/ USB Type-C ۲.۰
","دارد/ ورژن 5.0، همراه با A2DP، LE
",,"شتاب‌ سنج، سنسور مجاورت
",,"5000 میلی آمپر ساعت
","لیتیوم پلیمری/ خیر
",ندارد,"4 هسته‌ 2.3 گیگاهرتز و 4 هسته‌ 1.8 گیگاهرتز
",,,,"['مشکی', 'مسی']",گوشی سامسونگ,تامین محصول  تهران,4.59,"4,979,000","4,999,000"
Xiaomi Redmi 10C 128/4GB,"Qualcomm SM6225 Snapdragon 680 4G (6 nm) / هشت هسته‌ای (چهار هسته‌ی 2.4 گیگاهرتز Kryo 265 Gold و چهار هسته‌ی 1.9 گیگاهرتز Kryo 265 Silver)
",هشت هسته,"Adreno 610
","دو سیم کارت (نانو سیم - همزمان فعال)
","Android OS, v11 - این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند. / رابط کاربری MIUI 13
","دو گانه 50 مگاپیکسل + 2 مگاپیکسل
","169.6 × 76.6 × 8.3 میلی متر / 190 گرم
",,"فروردین 1401
",دارد,128 گیگابایت ,4 گیگابایت ,"دارد / microSDXC
","IPS LCD / لمسی خازنی
",18 ماه گارانتی شرکتی,"6.71 اینچ
","16 میلیون رنگ، 1650×720 پیکسل
","82.0 درصد
",,"268 ppi
","دارد / حداکثر 1080p و 30 فریم بر ثانیه
","دارد - LED
",دارد,"دارد / 5 مگاپیکسل (f/2.2) فیلمبرداری 1080p و 30 فریم بر ثانیه
","محافظ در برابر خط و خش و شکستن Corning Gorilla Glass
","دو گانه 50 مگاپیکسل + 2 مگاپیکسل
","50 مگاپیکسل (لنز واید 26 میلی‌متری، فوکوس خودکار با تشخیص فاز، f/1.8) 2 مگاپیکسل (سنسور تشخیص عمق تصویر، f/2.4)
",دارد,"قابلیت عکاسی HDR | قابلیت عکاسی پانوراما (Panorama)
","4.5G
","GSM / HSPA / LTE / LTE-A
","دارد / USB Type-C 2.0
","دارد / ورژن 5.0 همراه با LE / A2DP
","دارد / با قابلیت ساپورت A-GPS, GLONASS, BDS, GALILEO
","حسگر اثر انگشت در پشت گوشی (rear-mounted) ، شتاب سنج (Accelerometer)، مجاورت (Proximity)
","پشتیبانی شارژ سریع 18 وات
","5000 میلی‌آمپر ساعت
","لیتیوم پلیمری / غیرقابل تعویض
",دارد,,,,,"['خاکستری', 'سبز']",گوشی شیائومی,تامین محصول  تهران,4.59,"6,499,000","6,799,000"
Samsung Galaxy A73 5G 128/8GB,"Qualcomm SM7325 Snapdragon 778G 5G (6 nm)
",هشت هسته,"Adreno 642L
","دو سیم کارت، نانو سیم کارت، همزمان فعال 
",Android 12، این نسخه برای زمانی است که این گوشی معرفی شده است و ممکن است در هنگام خرید شما، آپدیت جدیدتری برای آن آمده باشد و به اندروید ورژن بالاتر ارتقا پیدا کند، رابط کاربری One UI 4.1,چهارگانه 108 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل + 5 مگاپیکسل,"163.7x76.1x7.6 میلی متر/ 181 گرم
",,اسفند 1400,دارد,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (خشاب سیم کارت و کارت حافظه مشترک)
","Super AMOLED Plus
",18 ماه گارانتی شرکتی,"6.7 اینچ
","16 میلیون رنگ/ 2400x1080 پیکسل
","87 درصد
","20:9
",393 پیکسل بر اینچ,"دارد/ 4K 2160p با سرعت 30 فریم بر ثانیه، 1080p با سرعت 30 و 60 فریم بر ثانیه، لرزشگیر دیجیتال gyro-EIS
",دارد، فلاش LED,,32 مگاپیکسل ,,"چهارگانه 108 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل + 5 مگاپیکسل
",دوربین اول: 108 مگاپیکسل (لنز واید، فوکوس خودکار با تشخیص فاز، لرزش گیر اپتیکال تصویر، f/1.8) / دوربین دوم: 12 مگاپیکسل (لنز اولتراواید، f/2.2) / دوربین سوم: 5 مگاپیکسل (لنز ماکرو، f/2.4) / دوربین چهارم: 5 مگاپیکسل (سنسور تشخیص عمق تصویر، f/2.4),دارد,قابلیت عکاسی HDR، قابلیت عکاسی پانوراما (Panorama)، قابلیت فوکوس با اشاره روی سوژه (Touch Focus)، قابلیت تشخیص چهره (Face Detection)، قابلیت ثبت موقعیت جغرافیایی عکس ها و فیلم ها (Geo-Tagging),5G,"GSM ،HSPA ،LTE ،5G
",دارد/ USB Type-C 2.0,"دارد/ ورژن 5.0، همراه با A2DP ،LE
","دارد/ با قابلیت ساپورت A-GPS ،GLONASS ،GALILEO ،BDS ،QZSS
","حسگر اثر انگشت در زیر صفحه نمایش (Fingerprint (under display, optical، شتاب سنج (Accelerometer)، ژيروسکوپ (Gyro)، مجاورت (Proximity)، قطب نما (Compass)",,"5000 میلی آمپر ساعت
","لیتیوم پلیمری
",25 وات,"یک هسته 2.4 گیگاهرتز Cortex-A78 و سه هسته 2.2 گیگاهرتز Cortex-A78 و 4 هسته 1.9 گیگاهرتز Cortex-A55
",800 نیت در حالت HBM,120 هرتز,Corning Gorilla Glass 5,['خاکستری'],گوشی سامسونگ,تامین محصول  تهران,4.59,"23,899,000","23,999,000"
Nokia 105 FA (2019) Dual SIM,,,,دو سیم کارت (مینی سیم - همزمان فعال),ندارد,,119x49.2x 14.2 میلی‌ متر/ 74.04 گرم,,خرداد ماه 1398,دارد,4 مگابایت,4 مگابایت,ندارد,TFT,18 ماه گارانتی شرکتی,1.77 اینچ,65000 رنگ/ 120x160 پیکسل,16.6 درصد,4:3,113 ppi,,,,,,ندارد,,,,,GSM,دارد/ MicroUSB ورژن 1.1,ندارد,ندارد,,,800 میلی‌ آمپر ساعت,لیتیوم یونی/ بله,,,,,,['مشکی'],گوشی نوکیا,تامین محصول  تهران,4.42,"1,699,000","1,900,000"
Nokia 150 Dual SIM,,,,,,VGA,118×50.2×13.5 میلی متر/ 81 گرم,,آذر 95,دارد,ندارد,,دارد/ MicroSD تا 32 گیگابایت,TFT,18 ماه گارانتی شرکتی,2.4 اینچ,65000 رنگ/ 320×240 پیکسل,30.1 درصد,4:3,167 ppi,ندارد,دارد - LED,,,,VGA,,,,,GSM,دارد/ MicroUSB,دارد/ ورژن 3.0,ندارد,,,1020 میلی‌آمپر ساعت,لیتیوم یونی/ بله,,,,,,['مشکی'],گوشی نوکیا,تامین محصول  تهران,4.34,"2,349,000","2,390,000"
Nokia 150 (2020) TA-1235 Dual SIM ,,,,"2 عدد/ سایز اصلی 15×25 میلی‌متر
",ندارد,VGA,132×50.5×15 میلی متر/ 90.5 گرم,,اردیبهشت ماه 1399,دارد,4 مگابایت,ندارد ,دارد/ MicroSD تا 32 گیگابایت,TFT,18 ماه گارانتی شرکتی,2.4 اینچ,65000 رنگ/ 320×240 پیکسل,26.8 درصد,4:3,167 ppi,دارد,دارد - LED,,,,VGA,,,,,GSM,دارد/ MicroUSB,دارد/ ورژن 3.0,ندارد,,,1020 میلی‌آمپر ساعت,لیتیوم یونی/ بله,,,,,,['مشکی'],گوشی نوکیا,تامین محصول  تهران,0.0,"2,399,000","2,550,000"
Motorola Moto G24 4G 128/8GB,Mediatek MT6769Z Helio G85 (12 نانومتری),هشت هسته,Mali-G52 MC2,دو سیم‌ کارت نانو، (همزمان فعال),Android 14 در زمان عرضه,,163.5x74.5x8 میلی متر/ 181 گرم,جلو شیشه، پشت و فریم پلاستیکی ,,دارد,128 گیگابایت ,8 گیگابایت ,دارد/ microSDXC,IPS LCD,18 ماه گارانتی شرکتی,6.56 اینچ,1612x720 پیکسل,84.9%, 20:9,حدود 269 پیکسل بر اینچ, 1080p با سرعت 30 فریم بر ثانیه,دارد ,,8 مگاپیکسل,,"دو گانه 50 مگاپیکسل + 2 مگاپیکسل
",,دارد,HDR,4G,GSM/HSPA/LTE,دارد/ USB Type-C 2.0,دارد/ ورژن 5.0، همراه با A2DP، LE,"GPS ،GLONASS ،GALILEO
",حسگر اثر انگشت (کنار بدنه)، شتاب‌ سنج، سنسور مجاورت، قطب‌ نما، ژیروسکوپ,پستیبانی از FM radio,ظرفیت 5000 میلی آمپر ساعت,لیتیوم پلیمری/ خیر ,پشتیبانی از شارژ 15 وات,2 هسته 2.0 گیگاهرتزی Cortex-A75 و 6 هسته 1.7 گیگاهرتزی Cortex-A55,537 نیت,90 هرتز,,"['سبز', 'صورتی', 'خاکستری']",گوشی موتورولا,هنرمندان,0.0,,"6,150,000"
Xiaomi Redmi Note 12 Pro Plus 5G (22101316UP) 256/8GB - India,MediaTek Dimensity 1080 6nm - (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),هشت هسته,"Mali-G68 MC4
","دو سیم‌کارت dual stand-by (نانو سیم)
","اندروید 12- عرضه با رابط کاربری MIUI 13
(این نسخه مربوط به زمان عرضه است و ممکن است در زمان خرید به نسخه جدید تری ارتقا یافته باشد)","سه گانه - 200 مگاپیکسل
8 مگاپیکسل
2 مگاپیکسل","162.9x76x7.9 میلی‌متر/ 208.4 گرم
",جلو شیشه (گوریلا گلس 5)، پشت شیشه,اکتبر 2022,,256 گیگابایت,8 گیگابایت,ندارد,OLED,18 ماه گارانتی شاهین تجارت پیشرو ارس,6.67 اینچ,"1080x2400 پیکسل - نمایش 1 میلیارد رنگ
","20:9
",86.8 درصد,395 پیکسل در اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 30/60/120 فریم بر ثانیه، 720p با سرعت 960 فریم بر ثانیه,دارد از نوع دو تایی دو رنگ,,16 مگاپیکسل,500 نیت (Typ)،900 نیت (HBM)، HDR10+، دالبی ویژن، 120 هرتز,سه گانه 200 مگاپیکسل + 8 مگاپیکسل + 2 مگاپیکسل,,دارد,"HDR, panorama",5G,"GSM / CDMA / HSPA / EVDO / LTE / 5G
","دارد / USB Type-C 2.0
","دارد / نسخه 5.2, A2DP, LE
","GPS (L1), GLONASS (G1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1)
",حسگر اثرانگشت (در حاشیه بدنه)، شتاب‌سنج، ژیروسکوپ، حسگر مجاورت، قطب‌نما,,"5000 میلی‌آمپر ساعت
",لیتیوم پلیمری / غیر قابل تعویض توسط کاربر,"دارد / 120 وات‌ / پشتیبانی از فناوری Power Delivery 3 ، شارژ 100 درصد در 19 دقیقه (تبلیغ شده)

",,,,,['آبی'],گوشی شیائومی,شاهین تجارت,4.0,,"15,400,000"
